Epoch,Loss
1,0.3223540186882019
2,0.2754260003566742
3,0.23422738909721375
4,0.19951824843883514
5,0.17134113609790802
6,0.14868423342704773
7,0.1304144710302353
8,0.11551240086555481
9,0.10317577421665192
10,0.09286516159772873
