dataset,method,acc,std_acc,min_acc,max_acc,macro_f1,std_macro_f1,min_macro_f1,max_macro_f1,precision,std_precision,min_precision,max_precision,recall,std_recall,min_recall,max_recall,nll,std_nll,min_nll,max_nll,ece,std_ece,min_ece,max_ece,unc_mean,std_unc_mean,min_unc_mean,max_unc_mean,unc_comb,std_unc_comb,min_unc_comb,max_unc_comb,fusion_depth,std_fusion_depth,min_fusion_depth,max_fusion_depth,n_runs,n_seeds
df_wine,FOIL:native_ordered_rule,0.9869230769230768,0.0,0.9869230769230768,0.9869230769230768,0.9866928314102166,0.0,0.9866928314102166,0.9866928314102166,0.986999043214414,0.0,0.986999043214414,0.986999043214414,0.9863976853679436,0.0,0.9863976853679436,0.9863976853679436,0.3613287376708351,0.0,0.3613287376708351,0.3613287376708351,0.013076923075923,0.0,0.013076923075923,0.013076923075923,,,,,,,,,,,,,5,5
df_wine,FOIL:first_hit_laplace,0.9869230769230768,0.0,0.9869230769230768,0.9869230769230768,0.9866928314102166,0.0,0.9866928314102166,0.9866928314102166,0.986999043214414,0.0,0.986999043214414,0.986999043214414,0.9863976853679436,0.0,0.9863976853679436,0.9863976853679436,0.0918643904119948,0.0,0.0918643904119948,0.0918643904119948,0.0395546558704451,0.0,0.0395546558704451,0.0395546558704451,,,,,,,,,,,,,5,5
df_wine,FOIL:weighted_vote,0.9930769230769233,0.0,0.9930769230769232,0.9930769230769232,0.99295210867487,0.0,0.99295210867487,0.99295210867487,0.9934813389004267,0.0,0.9934813389004268,0.9934813389004268,0.9924538565967976,0.0,0.9924538565967976,0.9924538565967976,0.1766168913579927,0.0,0.1766168913579927,0.1766168913579927,0.0102036145506117,0.0,0.0102036145506117,0.0102036145506117,,,,,,,,,,,,,5,5
df_wine,FOIL:dsgd_dempster,0.9921538461538463,0.00034401045807692145,0.9915384615384616,0.9923076923076924,0.9920136915253958,0.0003509402045766815,0.9913859106026188,0.99217063675609,0.9924534274062567,0.0003018379220127165,0.9919134833168106,0.9925884134286184,0.9915959792414863,0.0003950650136926,0.9908892654605674,0.991772657686716,0.09988151144676397,0.001162912007321443,0.0988085684320478,0.1016486047680034,0.07800976902771903,0.0012380730549896657,0.0768387818265254,0.0795260413305357,0.6195287418732276,0.0025518354555392983,0.6171524713589595,0.6233630100121865,0.16718903282714576,0.002265357401988747,0.1650903656448309,0.1705978070529034,,,,,5,5
dry-bean,RF,0.9206022769004776,0.0007064041153752677,0.9199412412780024,0.9217774513404332,0.9326616100372913,0.0004187531605226221,0.9321735642524288,0.9332882429451388,0.9344739758962556,0.0006222287539854131,0.9337441935158716,0.9354697430379864,0.9310815183089842,0.00032936284527923645,0.9306664351998196,0.9314212821510024,0.25843719385016894,0.012030659489895006,0.2397019464498709,0.2717638161503004,0.00835714285368714,0.002708989166815423,0.0051110907049827,0.0113046272460481,,,,,,,,,,,,,5,5
dry-bean,RIPPER:native_ordered_rule,0.6863753213367609,0.0,0.6863753213367609,0.6863753213367609,0.6921623127971166,0.0,0.6921623127971166,0.6921623127971166,0.7825842032285771,0.0,0.7825842032285771,0.7825842032285771,0.7143309662520256,0.0,0.7143309662520256,0.7143309662520256,8.665770118626263,0.0,8.665770118626263,8.665770118626263,0.3136246786572386,0.0,0.3136246786572386,0.3136246786572386,,,,,,,,,,,,,5,5
dry-bean,RIPPER:first_hit_laplace,0.6863753213367609,0.0,0.6863753213367609,0.6863753213367609,0.6921623127971166,0.0,0.6921623127971166,0.6921623127971166,0.7825842032285771,0.0,0.7825842032285771,0.7825842032285771,0.7143309662520256,0.0,0.7143309662520256,0.7143309662520256,1.390361075428778,0.0,1.390361075428778,1.390361075428778,0.2266681569241089,0.0,0.2266681569241089,0.2266681569241089,,,,,,,,,,,,,5,5
dry-bean,RIPPER:weighted_vote,0.9092912229159016,0.0,0.9092912229159016,0.9092912229159016,0.9223878430964552,0.0,0.9223878430964552,0.9223878430964552,0.925874511423466,0.0,0.925874511423466,0.925874511423466,0.9194382728222156,0.0,0.9194382728222156,0.9194382728222156,0.8598603073114738,0.0,0.8598603073114739,0.8598603073114739,0.0424370724608636,0.0,0.0424370724608636,0.0424370724608636,,,,,,,,,,,,,5,5
dry-bean,RIPPER:dsgd_dempster,0.9166360631656263,0.00025967931736552206,0.91626882115314,0.9170033051781123,0.928844416972597,0.00042175460242783785,0.9282696411245978,0.9294351687865352,0.9317313068512721,0.0004778384099274563,0.9312284720381264,0.9325024792427687,0.9264062130995996,0.00038205109954111917,0.9258038971612028,0.9268124791383502,0.27962127867509756,0.0004895951415636014,0.2789141221461502,0.2802377114280828,0.015540094286720521,0.0028025725528305454,0.0122353439262088,0.0196046188688437,0.5149792215423991,0.002113202310884336,0.5117023244221072,0.5173155615052186,0.06209071753086666,0.0005711794417962826,0.0611458256887143,0.062602034135,,,,,5,5
dry-bean,FOIL:native_ordered_rule,0.8780756518545723,0.0,0.8780756518545721,0.8780756518545721,0.8938592417531341,0.0,0.8938592417531341,0.8938592417531341,0.9042652182753212,0.0,0.9042652182753212,0.9042652182753212,0.8905459027066064,0.0,0.8905459027066064,0.8905459027066064,3.3688942381581404,0.0,3.3688942381581404,3.3688942381581404,0.1219243481394274,0.0,0.1219243481394274,0.1219243481394274,,,,,,,,,,,,,5,5
dry-bean,FOIL:first_hit_laplace,0.8780756518545723,0.0,0.8780756518545721,0.8780756518545721,0.8938592417531341,0.0,0.8938592417531341,0.8938592417531341,0.9042652182753212,0.0,0.9042652182753212,0.9042652182753212,0.8905459027066064,0.0,0.8905459027066064,0.8905459027066064,0.5961207789996996,0.0,0.5961207789996996,0.5961207789996996,0.0349678264062974,0.0,0.0349678264062974,0.0349678264062974,,,,,,,,,,,,,5,5
dry-bean,FOIL:weighted_vote,0.890561880279104,0.0,0.8905618802791039,0.8905618802791039,0.902737799248866,0.0,0.902737799248866,0.902737799248866,0.90524561417605,0.0,0.90524561417605,0.90524561417605,0.904957154469157,0.0,0.904957154469157,0.904957154469157,1.508576604120491,0.0,1.508576604120491,1.508576604120491,0.058236640916120595,0.0,0.0582366409161206,0.0582366409161206,,,,,,,,,,,,,5,5
